Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Proportion with salary or wages,Count salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Count super total accounts balance,Population,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Median Sales Price
$'000s","Mean Sales Price
$'000s",Annual median salesprice change,Annual change in sales Count,"Sales
No.",No. 1 Bedroom rented,No. 2 Bedroom rented,No. 3 Bedroom rented,No. 4 or more Bedrooms rented,No. Bedsitter rented,No. Not Specified rented,No. Total rents,"Median Weekly Rent for New Bonds
$",Annual change in Median Weekly Rent,Annual change in New Bonds Lodged,"New Bonds Lodged
No.","Total Bonds Held
No.",sum of speeding fines paid in 2015($)
2019,-0.13007384914152476,-0.13007384914152476,1.4488007919720018,-0.03257455762062107,0.5163029815994378,-0.07043275442604492,-0.9803671834781659,-1.4815720546009055,-0.13007384914152476,-0.13007384914152476,0.1553973471320218,2.7179611195362607,-0.41371704453273744,-0.18707191799014164,-0.3779043409379059,-0.0002567679048803409,-0.2818914766834924,-0.1922617390909642,-0.3724956971283951,-0.4967894589712501,1.7576141731889994,-0.034190902820631315,-0.12898980584217706,-0.3455027229787049,-0.20146994414277855,-0.19882008015173525,-0.1516645467546238,-0.14489166691523964,-0.17057720650146196,-0.09958829694416968,-0.13928919941376766,0.16309477637061318,0.02699590151011035,-0.09910122311479548,-0.13597210826793923,-0.11137120814243671,-0.1646847059191395,-0.47123010727372766,-0.47578510271087404,0.19018609638572306,0.19154373269664043,0.19939694157636878,-0.38466941323319703,-0.09423223220997269,0.409364078111092,0.16955040533008545,-0.2919749336285478,-0.42861345295629777,-0.18896098446152498,-0.15500063982664394,0.005544217341930895,0.7730484829318056,-0.9155668248656552,-0.9268267220084278,-0.2169125384401621,0.004520944620573326,-0.5109792197540654
2020,0.4152796299455784,0.4152796299455784,1.4488007919720018,0.5343504381287147,0.27311335273199355,0.41147336364014114,-1.4488605310656677,-1.972715820881415,0.4152796299455784,0.4152796299455784,-0.3602366700580065,0.42533255313097973,-0.41371704453273744,0.35519681491707206,-0.7430954367214431,-0.9851234030682662,-0.6647255245931678,0.29308247765199286,-0.6109296810410403,-0.9401416103389493,0.8248836003523831,0.4524535021618498,0.36972923012283043,-0.24503897871602062,0.3215720934243203,0.32325266938541464,0.20369918119235278,0.3434175667863563,0.07848343516526227,0.2568652020836372,0.12096582820942003,0.6619174549628422,0.43200756048252115,0.2584000600619452,0.1275688602456823,0.37547896145630355,0.08298805975757367,-0.3249430911253004,-0.3817857253295689,0.31206052823081976,0.22353642244045197,0.21451777037946054,-0.12054423683722472,0.28519291470170544,2.025248750358986,1.7464425278323872,0.5073031047956447,-0.43209889001219853,0.01984770052617457,0.18647472379034405,1.3669612646166311,1.0332357602239144,-2.0527335257679216,0.0759697051006933,1.9035144011702656,1.3691145255912816,-0.19248711728709458
2021,0.2951128381323274,0.2951128381323274,0.21203272057389386,0.2596041326985504,0.7594926104668828,0.46287668290053435,0.2727783926241627,0.1442602232084243,0.2951128381323274,0.2951128381323274,1.9493585752838036,1.7672564296140707,0.701141517576532,0.6771688750807302,0.8590115271501291,-0.08931762697338513,0.8666106670455345,0.6695000093872976,0.03389322992098216,-0.5871549581779447,1.7576141731889994,0.43329801322142036,0.4450316565385321,0.074196753248581,0.34033365948344063,0.3407573112568266,1.693052135401689,0.4404356913730199,2.4189366377338057,0.5027695826535009,1.824622561127541,1.8204733536286644,1.8965935001445626,0.501889364599826,1.829461232884764,0.48825960608773306,2.4325428267384464,-0.301128925705789,-0.36592490816870377,2.4651754908275283,2.782951601945375,0.028465833367505262,0.09123180549828462,0.3650718929989008,1.9844314555176572,0.5023003334298729,0.36838576310479004,0.014037053143100378,3.7366422933072267,1.2908205805942201,1.0573942347798944,2.5926476655733333,-1.4971354184382855,1.6846345170865265,1.3860469572821668,1.0572074213694054,-0.5054042797277931
2022,0.12204319925931022,0.12204319925931022,0.0746140459741039,0.09243203145525086,0.27311335273199355,0.11947395284151878,1.8984206572750983,1.5657820182967288,0.12204319925931022,0.12204319925931022,0.6072262916913416,0.55573894865128,0.32952199687344236,0.3565003455250221,0.049871190131605854,-0.3706743462057172,0.10094257122618358,0.29721893404468847,-0.45545839304853414,-0.6541559937114254,1.1979758294870304,0.1988411609836017,0.28442902392877284,-0.13372703671605118,0.14561902795094822,0.14782293734564303,0.6298133337892712,0.19152979195952594,0.8807136446794458,0.11252220676375373,0.614136776623927,1.0561482815921845,0.9198306668368592,0.11165909070972167,0.6207302005627136,0.20935389513059205,0.8818391580385873,-0.4831371899834834,-0.4840212454357479,1.7578258471775552,1.4968454742441513,0.27763079494888715,-0.17163363237751614,0.08549546895871694,1.511431038826966,0.5867111607787161,-0.05239285158200144,-0.271768785440763,1.6207142854318712,0.5860735535549044,0.6800388042489817,3.369785980643187,-0.3655034113255099,0.7898980497951983,1.204635956838638,0.6797546213327871,-0.5442541881615285
2023,-0.13817498117387877,-0.13817498117387877,-1.299572700023794,-0.26336741397166474,1.245871868201772,0.11590427789288037,2.9443765329807388,2.1793789729181787,-0.13817498117387877,-0.13817498117387877,5.156676354150699,1.7293965083339835,1.4443805589827123,0.26916379479236985,1.9236018804042248,1.4068811818074507,1.2494447149552104,0.26826373929581887,0.7718265932854131,-0.28937257802914124,1.7576141731889994,-0.047330618374810215,-0.12133193196939383,-0.1988948332682932,-0.119197941626771,-0.12202964391291315,1.4400106544605795,-0.060594718222245984,2.4251613978884428,-0.010070474192859632,1.6016086591389909,0.010229761963317197,0.19185652781466211,-0.012063687371564852,1.5793339709291558,-0.03201314870835054,2.452797250893604,-0.5834968871085672,-0.608364118591917,1.4710624781302688,4.002939504176055,-1.3896049374267974,-0.3488368508816502,-0.17411121050716807,-0.09244854670288986,0.20135738375138867,-0.38659978956289803,-0.35541927478238156,0.01984770052617457,0.0702277914951992,-0.09105425364726984,1.0246769682077272,-2.524459734902969,-0.5846979000768384,-0.08605870205466586,-0.08984225538858123,-0.5214449687851092
2024,-0.10356105339927532,-0.10356105339927532,-0.06280462862568605,-0.1347849510724067,1.0026822393343275,0.08806081329350073,0.5466839178355264,0.7392229969953833,-0.10356105339927532,-0.10356105339927532,1.6503650372585068,1.3592106113731308,1.4443805589827123,0.3799638964681227,1.135128961549907,0.021713152236687152,1.6322787628648863,0.37443278670834074,0.3660886543877287,-0.5990662533838969,1.5710680586216756,-0.01930977918095883,-0.046986739787790034,-0.17428986303807395,-0.09435154333226024,-0.09187566229500631,0.7357472904508656,-0.030401083872210074,1.2010015847465583,0.00916327487218088,0.8259699737032105,0.9274198484070931,1.073650887120393,0.008257059609809244,0.8319353669436693,-0.007810587013722604,1.2023774429542442,-0.5290645090068269,-0.5427889517498858,2.1162800584866632,2.757357450150326,-2.17588803518757,-0.20970572987603467,-0.25399018880436347,0.45258239029602826,0.4240062327005112,-0.4349188649336301,-0.42861345295629777,0.2564975435122341,0.01936975861607333,0.12360901521762067,1.500545804307769,-1.623156138568226,0.35480103192545326,0.2916330529671074,0.12318125600933057,-0.574013887596812
2025,-0.40219823877377947,-0.40219823877377947,-1.1621540254240041,-0.47374799058087946,1.0026822393343275,-0.24391895692987192,2.5329622799569043,1.085286355350214,-0.40219823877377947,-0.40219823877377947,3.9874113022205053,1.4980303227334506,1.072761038279622,-0.19098250981399173,2.251497019113271,0.4093759366701523,0.8666106670455345,-0.20191347067392074,1.0859475231875138,-0.2871964760203615,1.384521944054352,-0.3500190055987868,-0.3773389099109108,-0.480554923795052,-0.3841416785427275,-0.38638806750379984,0.4566299593148579,-0.3493500842906097,0.9929092744703204,-0.3294945124038596,0.5398873534769041,0.1872313575928178,0.23882729555341098,-0.33036211353999095,0.5282130245089005,-0.3366032108516273,0.9542188970548615,-0.6940626551277274,-0.7085474016872054,4.446232431995865,4.190629950673083,3.429337459384625,-0.7795274538336411,-0.573506101993145,0.04921147656995669,-0.032301573112800346,-0.4147859168624917,-0.4739241346830078,0.01984770052617457,-0.11867347348441118,-0.20685943816648708,3.691596560451849,-1.9854657089418046,0.7580295192726628,-0.1306679644588123,-0.20595984581900795,-0.6777470732292641
2026,1.946270839635751,1.946270839635751,0.6242887443732638,1.9441386929986793,0.029923723864548644,1.6951284751705153,0.7349708012013895,0.608783731153947,1.946270839635751,1.946270839635751,0.95147691611749,1.0689512148924623,1.4443805589827123,3.3103007031397964,-0.388292629469386,-0.6869939491041998,1.2494447149552104,3.2161783284902565,-0.5973929568278997,-0.8124387819289817,1.7576141731889994,2.2024103182569528,2.7336723509072742,1.344300599924786,2.089976461834652,2.092626980592084,3.5782103827580505,2.246076332376944,4.2075817481927675,2.1187640134452224,3.586602293315147,5.561643443070382,6.305893450210811,2.118197982905935,3.644333651924296,2.3294653709246327,4.241934318628507,0.2125766426293859,0.1250871494353423,1.6980834786260373,2.6720436108334953,0.4603955952645181,0.608704395395428,2.2022883938343947,3.8980422783728894,4.163772887851431,1.0126401013812172,0.10814385365242124,4.711082823249825,2.954604799068481,3.563305447107932,2.6149005248154222,-3.344871652775925,0.29890289677902876,4.196430488743393,3.563765237181439,0.27502910003359743
2027,-0.30682582075652104,-0.30682582075652104,-1.8492473984229538,-0.44573697896435516,1.4890614970692169,-0.0375917448985715,3.175658059004949,2.88148828650346,-0.30682582075652104,-0.30682582075652104,7.328274581942372,2.0911690894548167,0.701141517576532,-0.11798479576878988,1.7263153640550652,0.8057794420201551,0.483776619135859,-0.13159371199809455,0.7942665378084695,0.24629211118468702,1.384521944054352,-0.24521790081726352,-0.314586887897826,-0.47080726785720156,-0.2922353583206852,-0.2960538937586298,1.2083789642043377,-0.23777157765697446,2.1943510783161977,-0.20672207678308693,1.3496391114590984,0.3320508449260456,0.5935922528939992,-0.20807797241313797,1.3384198880041855,-0.22168220362135319,2.205117003348665,-0.6957636669434067,-0.6687038972408597,1.9370529528321092,2.674176456816416,-2.2343990683821424,0.21524606426184123,0.025586235235820397,0.2821101588998909,0.022748966462532143,-0.2980148180498893,-0.5227202534656187,0.18689464851633422,0.251863623206363,-0.06337399003048132,2.1082200374571043,-0.614564631852588,-0.21407055314923443,-0.06821499709300727,-0.0638499967034249,-0.6638242791427643
2028,-0.6286617024054935,-0.6286617024054935,-1.0247353508242156,-0.656415545058852,1.0026822393343275,-0.5159281880161192,3.3661688031979677,2.532762902315131,-0.6286617024054935,-0.6286617024054935,2.8151785724935348,1.8934561672143615,0.32952199687344236,-0.561185202471801,1.640298151836435,-0.19349757087049552,0.483776619135859,-0.5741945460165297,1.0437673202998916,-0.4036751993324127,1.5710680586216756,-0.5797265630579865,-0.6181364994662055,-0.6767658046085575,-0.6198021603258678,-0.6202091961511284,0.0760237306379884,-0.5806302580682959,0.5528438240236656,-0.5594007278635494,0.1469526386659703,-0.11849867122177415,0.0061474740462231755,-0.560364196630057,0.13894204984592992,-0.5684209446341861,0.5579700328268389,-0.745093009598109,-0.7450396423759731,1.3993716358684472,2.5590027737386944,-1.2456283501277932,0.26857499494910436,-0.573506101993145,-0.2917329862223181,-0.04453502635176312,-0.5375969000964357,-0.578487246360031,-0.18896098446152498,-0.2203895392426629,-0.3565588230327923,0.719983972431441,-0.5455938323220125,-0.4233039397523649,-0.44590675211478054,-0.35767552966606186,-0.736072881807
2029,-0.19242801690570402,-0.19242801690570402,-1.0247353508242156,-0.2898884781617782,0.7594926104668828,-0.04258928982666528,3.1363698510585283,1.9204969606104303,-0.19242801690570402,-0.19242801690570402,2.376704178019712,1.1488777153726464,1.072761038279622,0.16097075433251715,0.9050583892747807,1.0420151424671174,1.2494447149552104,0.15244296030034052,0.37966367202155715,0.047808701647042304,1.384521944054352,-0.12458581344034399,-0.19503896799493237,-0.306197658713179,-0.1740881990835218,-0.17492688285280059,0.5937640344280872,-0.12052218538399238,1.043872554073765,-0.08952203575125128,0.680149161396028,0.09068503270399929,0.13393246878313603,-0.09082906062680249,0.6709665982040247,-0.10527940689957117,1.0550513547053593,-0.5681877807674527,-0.5818407888069413,2.1353976164231487,2.945047896647354,-0.3285172118533136,-0.34687725762804994,-0.21405069965576576,0.13084606625261402,0.5206505132883171,-0.28392175440009243,-0.4425552011799008,0.01984770052617457,0.13561669091121817,0.13547198533910146,1.271170178273936,-1.7261865921879747,-0.45465964334695175,-0.09200660370855204,0.13335213984265262,-0.6045450539286815
2030,0.1720001801254932,0.1720001801254932,-1.986666073022744,-0.08546769125820694,1.975440754804106,0.6670620899626517,3.5170206959733736,3.614210897173977,0.1720001801254932,0.1720001801254932,8.332833516151435,0.36643934225084407,0.701141517576532,0.5468158142857269,2.9724733522376567,1.4599160965577938,0.483776619135859,0.49990529728677563,2.0418853305276436,0.0718603554282918,1.1979758294870304,0.2369938290385067,0.08840872465739114,0.048648461475989134,0.197973938642953,0.19177619868699877,2.439021492644545,0.2548291370689921,3.850909736157587,0.30665724405575145,2.6533841098166637,0.22745899296315886,0.36870695313635277,0.3040767833652109,2.614047984058607,0.27652835207894716,3.8150689213250155,-0.49844629632459786,-0.4842286392174669,4.505974800547383,4.772896904010453,-1.386975228069738,-0.023404399837328196,-0.19408095508146692,-0.2581187434118121,-0.04208833570397057,-0.4027061480198087,-0.13235130320473207,-0.18896098446152498,0.041166058421412986,-0.2158978915923772,3.84565481674323,-1.7623749746577209,0.003954152218733472,-0.3210008173831705,-0.21754335240695807,-0.36861446537559106
2031,1.8057284733168826,1.8057284733168826,0.6242887443732638,1.792760034475335,0.5163029815994378,1.9057392971401819,0.4573588412780993,0.33126753801170783,1.8057284733168826,1.8057284733168826,0.7437394703430901,1.5022369806534603,0.701141517576532,2.4656128691881753,-0.014368821785480268,0.16888799361514467,0.483776619135859,2.4330092514732122,-0.5014104978739055,-0.6380070261725865,1.5710680586216756,2.018612610324402,2.0074506453049983,1.4956250973470608,1.9054032173611435,1.9090198976050834,3.097692282680308,2.0607763124317997,3.4756123603077227,2.0948566431120414,3.16079513854609,3.614625891145875,3.1713546965062145,2.091942858487523,3.1680808904027655,2.130082362678412,3.4934737274049814,0.22958676078617976,0.10096134670578806,0.8616903189047853,1.4712513224491022,1.441934612786954,0.13574256654434672,1.1638616759708547,2.6519142770405613,3.8995302978898354,0.5717285386232874,0.06631860898161197,0.757638387482713,2.148141706270913,2.794472002568153,2.640576900863985,-0.29397813773824644,0.028203539811743346,2.688637419483243,2.794733409561922,0.009593541680888591
2032,-0.03433319785006844,-0.03433319785006844,0.21203272057389386,-0.05104990570811585,1.245871868201772,0.21442730647530064,1.2294091917723762,1.6376567158011937,-0.03433319785006844,-0.03433319785006844,-0.2875285640369665,-0.6978451115116074,-0.042097523829647286,-0.015005877740737292,0.23309440169121343,-0.24157153591145233,-0.2818914766834924,-0.04472812775148578,0.08277478142897085,-0.3883279535862821,-0.48093920161888254,-0.08405849799612955,0.06894496189740044,0.1548507451214402,0.012766857478258056,0.011107851196658598,0.008636824678332771,-0.030401083872210074,0.023932290966336617,-0.05159380161364803,0.0019217940009102876,0.07459397855586287,-0.051037480991580335,-0.05144637399918367,0.0012645137310485501,-0.029049569725334876,0.028720526109913998,-0.18205809860823188,-0.1616593388818103,1.1269464352735252,1.202512728601085,-1.2048678550933718,-0.6471149382689405,-0.573506101993145,0.8559533040220998,0.7065990025205513,-4.7186597041730506e-05,-0.19857460726684675,0.9803676514695925,1.0583267160039305,0.6184643402851051,0.8244012350289317,-2.0152679062698313,0.11186759005711278,0.5979499881422463,0.6181642692310036,-0.38816314541549607
